Time,0.3,0.5,1.0,2.5,5.0,10,Temperature,Pressure,Humidity
1772238445.559886,108,24,3,0,0,0,28.220625,612.4468983442713,100
1772238446.5712326,108,27,6,0,0,0,20.7813671875,1003.3923078297106,45.708471461173914
1772238447.5824316,108,27,6,0,0,0,20.817890625,1003.3856439935315,45.55994424002413
1772238448.5936217,108,27,6,0,0,0,20.85265625,1003.36923403902,45.37607786269897
1772238449.6049788,114,27,6,0,0,0,20.878046875,1003.3523796207635,45.17367133594449
1772238450.6176107,114,27,6,0,0,0,20.8969921875,1003.3349026331082,44.96486252792815
1772238451.6300108,114,27,6,0,0,0,20.9075390625,1003.3135304545697,44.81383509818541
1772238452.641243,126,25,6,0,0,0,20.9130078125,1003.2921336774872,44.63309172327118
1772238453.6524055,126,25,6,0,0,0,20.91515625,1003.2583772533887,44.48135779975905
1772238454.6635811,126,25,6,0,0,0,20.9173046875,1003.2331112131757,44.32391958438457
1772238455.674776,135,28,6,0,0,0,20.918671875,1003.1980446768026,44.15486953882022
1772238456.6855724,135,28,6,0,0,0,20.9204296875,1003.1449535425038,43.99185828393061
1772238457.697441,135,28,6,0,0,0,20.922578125,1003.1128944821019,43.84651118342032
1772238458.7080903,132,28,7,0,0,0,20.92609375,1003.0831269787428,43.71307978198159
1772238459.7193213,132,28,7,0,0,0,20.9286328125,1003.0500240833708,43.585451133678156
1772238460.7305295,132,28,7,0,0,0,20.9266796875,1003.0093914221502,43.410939340286895
1772238461.7414455,138,30,7,0,0,0,20.9266796875,1002.9788251331956,43.26583883550284
1772238462.7527697,138,30,7,0,0,0,20.9274609375,1002.9580589159758,43.15573577646648
1772238463.765243,138,30,7,0,0,0,20.92921875,1002.9474200509835,43.05161062691509
1772238464.7763417,177,32,7,0,0,0,20.93234375,1002.9322799879695,43.18528923942958
1772238465.7874959,177,32,7,0,0,0,20.942109375,1002.9282692597534,43.20381148422427
1772238466.7986705,177,32,7,0,0,0,20.955390625,1002.9284518125314,43.07200163233343
1772238467.8097913,186,32,7,0,0,0,20.97609375,1002.9342791209483,42.91797963161489
1772238468.8211021,186,32,7,0,0,0,21.004609375,1002.9226279500118,42.85756726667117
1772238469.8330257,186,32,7,0,0,0,21.0356640625,1002.9016398108689,42.75696350155175
1772238470.8456252,180,31,6,0,0,0,21.0673046875,1002.8918181500054,42.662260382395324
1772238471.8575015,180,31,6,0,0,0,21.1008984375,1002.8852637542266,42.52160036230714
1772238472.869642,180,31,6,0,0,0,21.137421875,1002.8955031341745,42.48532110614497
1772238473.8816319,171,28,6,0,0,0,21.1762890625,1002.9079659118079,42.22998965668538
1772238474.8942225,171,28,6,0,0,0,21.2133984375,1002.9191771933554,42.14769326173471
1772238475.9067628,171,28,6,0,0,0,21.2489453125,1002.9277658109639,42.071015796389474
1772238476.9178915,162,25,4,0,0,0,21.2856640625,1002.9383130284351,41.98873828306938
1772238477.9290159,162,25,4,0,0,0,21.32296875,1002.9498370435894,42.01023474412746
1772238478.9401455,162,25,4,0,0,0,21.3565625,1002.9670341734278,42.08318870260178
1772238479.9513109,180,32,4,0,0,0,21.391328125,1002.9674985311359,42.06406643420284
1772238480.9627137,180,32,4,0,0,0,21.4258984375,1002.9744280718228,42.00458284009406
1772238481.9752157,180,32,4,0,0,0,21.4598828125,1002.9752729938591,41.92200895461943
1772238482.9868577,168,35,4,0,0,0,21.494453125,1002.975394706102,41.83377767957394
1772238483.9980562,168,35,4,0,0,0,21.5282421875,1002.9725028683173,41.73974308563855
1772238485.0092826,168,35,4,0,0,0,21.56125,1002.9733964763453,41.639914479964354
1772238486.0204058,159,32,4,0,0,0,21.59484375,1002.978666380803,41.56894290639206
1772238487.0318072,159,32,4,0,0,0,21.620625,1002.9776474268666,41.48562716391592
1772238488.044295,159,32,4,0,0,0,21.64171875,1002.9806750746416,41.38459408557772
1772238489.0554872,147,32,4,1,0,0,21.6641796875,1002.9740902655907,41.22064982215008
1772238490.066719,147,32,4,1,0,0,21.6899609375,1002.9747631643618,41.2120523763731
1772238491.0774493,147,32,4,1,0,0,21.7122265625,1002.9678457709114,41.14570440853706
1772238492.0885792,162,32,4,1,0,0,21.7344921875,1002.9745274963946,41.090844907127135
1772238493.0995119,162,32,4,1,0,0,21.7575390625,1002.9757145443557,41.036087248307176
1772238494.1119606,162,32,4,1,0,0,21.7813671875,1002.9765071377158,40.98143119524079
1772238495.122396,129,32,4,1,0,0,21.807734375,1002.9815487172418,40.91561599217459
1772238496.1335642,129,32,4,1,0,0,21.833125,1002.9832519857473,40.84971404364096
1772238497.1446736,129,32,4,1,0,0,21.86046875,1002.9780193723716,40.789773919264576
1772238498.155915,114,30,3,1,0,0,21.885859375,1002.9729141955762,40.74680150909191
1772238499.1672952,114,30,3,1,0,0,21.9110546875,1002.975982175455,40.703815864552546
1772238500.179686,114,30,3,1,0,0,21.9376171875,1002.9779349645816,40.660989813684736
1772238501.190872,102,27,3,1,0,0,21.964765625,1002.9791648728975,40.6239554865814
1772238502.2015886,102,27,3,1,0,0,21.988203125,1002.9775810009061,40.58651703093148
1772238503.2130756,102,27,3,1,0,0,22.0094921875,1002.9740989675885,40.554564371672654
1772238504.2242463,102,28,3,1,0,0,22.0360546875,1002.9658342592099,40.49462080940331
1772238505.2355642,102,28,3,1,0,0,22.0520703125,1002.9586229085262,40.45067250566661
1772238506.2482276,102,28,3,1,0,0,22.0692578125,1002.961877111956,40.40115099104237
1772238507.2606688,96,25,2,1,0,0,22.0868359375,1002.9606806021542,40.33455465810164
1772238508.2717965,96,25,2,1,0,0,22.105,1002.9621645931069,40.29087869765958
1772238509.2829866,96,25,2,1,0,0,22.1223828125,1002.9674432419598,40.24712639585963
1772238510.2941387,81,21,2,1,0,0,22.1395703125,1002.9740951928449,40.20336224895189
1772238511.3053281,81,21,2,1,0,0,22.146796875,1002.9725805061659,40.16992419093445
1772238512.3167179,81,21,2,1,0,0,22.1528515625,1002.9759093813367,40.14206740364997
1772238513.3293645,78,20,2,1,0,0,22.1602734375,1002.979825154414,40.12006755808601
1772238514.341777,78,20,2,1,0,0,22.1665234375,1002.9766753109772,40.10364420500672
1772238515.352838,78,20,2,1,0,0,22.1784375,1002.9710956182926,40.10494949161868
1772238516.3640075,99,25,3,1,0,0,22.195234375,1002.973687311417,40.0896824319296
1772238517.3751655,99,25,3,1,0,0,22.213984375,1002.9744423031319,40.05182428355853
1772238518.3862774,99,25,3,1,0,0,22.2346875,1002.9682553767146,40.025586917357025
1772238519.3976133,105,27,3,0,0,0,22.24953125,1002.9675743315261,40.00441103070941
1772238520.41003,105,27,3,0,0,0,22.2548046875,1002.9593839816791,39.98788952700213
1772238521.4239244,105,27,3,0,0,0,22.263203125,1002.9547215132632,39.95461596288449
1772238522.438505,123,35,6,0,0,0,22.2739453125,1002.948875977021,39.92160440721188
1772238523.451264,123,35,6,0,0,0,22.296015625,1002.9534784571006,39.91262138531785
1772238524.463192,123,35,6,0,0,0,22.336640625,1002.9584966506098,39.90566557606741
1772238525.4743636,126,36,7,0,0,0,22.378828125,1002.9610169525647,39.88179043903072
1772238526.4852426,126,36,7,0,0,0,22.398359375,1002.971573423998,39.82696610895801
1772238527.4967535,126,36,7,0,0,0,22.412421875,1002.9797861373938,39.777254063255114
1772238528.5101159,123,35,7,0,0,0,22.431171875,1002.9788213444647,39.75083395835517
1772238529.5214553,123,35,7,0,0,0,22.45109375,1002.9781136138305,39.68470758250794
1772238530.5325773,123,35,7,0,0,0,22.4735546875,1002.9799501646584,39.64732378099829
1772238531.543716,147,43,7,0,0,0,22.4958203125,1002.9797556056568,39.59286176745544
1772238532.5549145,147,43,7,0,0,0,22.5204296875,1002.9800755354269,39.55572735101647
1772238533.566089,147,43,7,0,0,0,22.5415234375,1002.9762134149752,39.49547787947081
1772238534.577557,147,43,7,0,0,0,22.5571484375,1002.973414194964,39.43465435052804
1772238535.590335,147,43,7,0,0,0,22.570234375,1002.9731756240064,39.38493722610646
1772238536.6014512,147,43,7,0,0,0,22.58703125,1002.9740371046075,39.34131429505675
1772238537.6125844,156,44,7,0,0,0,22.6051953125,1002.9737795554164,39.30920542078656
1772238538.623738,156,44,7,0,0,0,22.62375,1002.9741739785635,39.27714353276875
1772238539.6349876,156,44,7,0,0,0,22.641328125,1002.9780410203022,39.267688671911635
1772238540.6462488,177,44,7,0,0,0,22.65734375,1002.9724826424496,39.23535813709049
1772238541.6592202,177,44,7,0,0,0,22.6719921875,1002.9680412097359,39.19720975001413
1772238542.6712155,177,44,7,0,0,0,22.685859375,1002.9656972044206,39.14763700973575
1772238543.6837165,192,49,13,0,0,0,22.6993359375,1002.9592933804785,39.08102052363505
1772238544.6949403,192,49,13,0,0,0,22.7079296875,1002.9566405232491,39.01957267546819
1772238545.7061121,192,49,13,0,0,0,22.7122265625,1002.9621250083737,38.96335209245192
1772238546.7172842,192,51,13,0,0,0,22.71984375,1002.9646493398468,38.930169954995506
1772238547.728008,192,51,13,0,0,0,22.7278515625,1002.964421235224,38.90270101552709
1772238548.7406578,192,51,13,0,0,0,22.734296875,1002.9649850079003,38.86940419113671
1772238549.7530992,186,49,15,0,0,0,22.738984375,1002.9626084563836,38.858578949646066
1772238550.7643297,186,49,15,0,0,0,22.745234375,1002.9696566279681,38.86491331468466
1772238551.7754614,186,49,15,0,0,0,22.7540234375,1002.963922887812,38.86019202533944
1772238552.786738,153,39,12,0,0,0,22.764375,1002.9659107394732,38.8443108547588
1772238553.797843,153,39,12,0,0,0,22.7782421875,1002.9635606383653,38.82314467658258
1772238554.8092775,153,39,12,0,0,0,22.792890625,1002.9608132554438,38.79640196453284
1772238555.82187,153,38,11,0,0,0,22.8126171875,1002.9597457535849,38.78719158304034
1772238556.8338084,153,38,11,0,0,0,22.839375,1002.9670295700396,38.773072954136026
1772238557.8463902,153,38,11,0,0,0,22.86515625,1002.9658649333691,38.76451176160049
1772238558.8583174,171,42,11,0,0,0,22.88546875,1002.962364554477,38.755364826181065
1772238559.870828,171,42,11,0,0,0,22.9055859375,1002.9585354965681,38.72355324462885
1772238560.881983,171,42,11,0,0,0,22.9251171875,1002.9503179257497,38.7030031388798
1772238561.8931115,156,37,12,1,0,0,22.946796875,1002.9559110171057,38.688344162875616
1772238562.9042938,156,37,12,1,0,0,22.9669140625,1002.9588896044797,38.66220026068324
1772238563.9155169,156,37,12,1,0,0,22.98546875,1002.9609573224068,38.62457607439877
1772238564.926908,156,37,12,1,0,0,23.003828125,1002.9661040843516,38.59259457859494
1772238565.9393408,156,37,12,1,0,0,23.020234375,1002.9747981008107,38.50951450533788
1772238566.9504793,156,37,12,1,0,0,23.0368359375,1002.9804107089487,38.43214545683305
1772238567.9615955,153,39,12,1,0,0,23.0532421875,1002.9771775289622,38.36608726066753
1772238568.9727166,153,39,12,1,0,0,23.067890625,1002.9778186841722,38.30551343630439
1772238569.9838507,153,39,12,1,0,0,23.0817578125,1002.9805601266588,38.23358671574804
1772238570.9951947,123,36,11,1,0,0,23.09875,1002.9800068691032,38.17330584331449
1772238572.0076573,123,36,11,1,0,0,23.1133984375,1002.9755337236758,38.141003537097845
1772238573.018963,123,36,11,1,0,0,23.125703125,1002.9705486206466,38.11409922061785
1772238574.0301287,117,32,5,1,0,0,23.1391796875,1002.9692257417922,38.070402637827335
1772238575.0412934,117,32,5,1,0,0,23.15109375,1002.9652897563459,38.06602342362959
1772238576.052545,117,32,5,1,0,0,23.1637890625,1002.9660669722975,38.03917022426297
1772238577.0642576,105,28,4,1,0,0,23.1758984375,1002.967567907491,38.02353487625278
1772238578.0766656,105,28,4,1,0,0,23.1805859375,1002.9617725553101,37.990203688527636
1772238579.087748,105,28,4,1,0,0,23.1844921875,1002.9631909354146,37.97934227880223
1772238580.0989354,111,28,1,1,0,0,23.1950390625,1002.9637826648353,37.95790999193136
1772238581.1100671,111,28,1,1,0,0,23.2098828125,1002.9562205863975,37.948204979032795
1772238582.1212175,111,28,1,1,0,0,23.2253125,1002.9513407743493,37.92165566114159
1772238583.132542,126,33,1,1,0,0,23.2387890625,1002.9517154366804,37.91180753733728
1772238584.1452596,126,33,1,1,0,0,23.2497265625,1002.9478449609434,37.890422861334066
1772238585.1576521,126,33,1,1,0,0,23.2606640625,1002.9507905868585,37.857773505222255
1772238586.16882,126,34,1,1,0,0,23.27296875,1002.9526126993301,37.81964168286256
1772238587.1799943,126,34,1,1,0,0,23.28625,1002.9492495537982,37.792882301893584
1772238588.1911528,126,34,1,1,0,0,23.3003125,1002.9471913579594,37.77183904502965
1772238589.2023203,141,39,1,1,0,0,23.3149609375,1002.9478159105747,37.750859378078445
1772238590.2136676,141,39,1,1,0,0,23.3278515625,1002.948910143909,37.71843851952646
1772238591.2259474,141,39,1,1,0,0,23.3395703125,1002.9514537459515,37.674644536699034
1772238592.2376637,150,40,0,0,0,0,23.3493359375,1002.9541411559069,37.647534954794295
1772238593.250277,150,40,0,0,0,0,23.3567578125,1002.9597285950128,37.59768202571789
1772238594.2629666,150,40,0,0,0,0,23.3653515625,1002.9655701526522,37.553589684179414
1772238595.2756498,156,39,0,0,0,0,23.374140625,1002.9649200327145,37.49266391572312
1772238596.2883003,156,39,0,0,0,0,23.3841015625,1002.9628191811447,37.45436106407901
1772238597.300653,156,39,0,0,0,0,23.392890625,1002.9587591975244,37.42718181393494
1772238598.3131456,159,39,0,0,0,0,23.4012890625,1002.9574550095723,37.40558409214077
1772238599.3242798,159,39,0,0,0,0,23.403046875,1002.955279228972,37.3776775950299
1772238600.3354023,159,39,0,0,0,0,23.40578125,1002.9530310103344,37.36672838703177
1772238601.346197,174,41,1,0,0,0,23.40421875,1002.9504195648669,37.344098249875124
1772238602.357372,174,41,1,0,0,0,23.4001171875,1002.9418599754215,37.33243806600036
1772238603.3677268,174,41,1,0,0,0,23.3950390625,1002.9487136813644,37.286987996712526
1772238604.380176,180,41,1,0,0,0,23.38625,1002.9510693778451,37.252390906477814
1772238605.391311,180,41,1,0,0,0,23.380390625,1002.9480942747234,37.2293309539555
1772238606.4024696,180,41,1,0,0,0,23.376875,1002.9422183811309,37.19529654081424
1772238607.4136648,177,38,1,0,0,0,23.3758984375,1002.9456996619407,37.178363437684226
1772238608.424784,177,38,1,0,0,0,23.377265625,1002.9479847407066,37.156066199508246
1772238609.4377258,177,38,1,0,0,0,23.3809765625,1002.9439600790932,37.13401540439948
1772238610.451913,177,38,1,0,0,0,23.38625,1002.9442513065661,37.11212962081846
1772238611.4654818,177,38,1,0,0,0,23.3923046875,1002.9458481487106,37.09593491473699
1772238612.4771767,177,38,1,0,0,0,23.39953125,1002.9442897912678,37.06864966279607
1772238613.48869,165,36,1,0,0,0,23.4067578125,1002.9546631646573,37.05818632196903
1772238614.4999456,165,36,1,0,0,0,23.4133984375,1002.9538297083851,37.03645126535149
1772238615.5114577,165,36,1,0,0,0,23.4221875,1002.9582913315458,37.01494135207268
1772238616.5244167,177,36,1,0,0,0,23.4305859375,1002.9518720790106,36.99339334381841
1772238617.5361867,177,36,1,0,0,0,23.439375,1002.9495144922262,36.983095500801895
1772238618.5473564,177,36,1,0,0,0,23.449140625,1002.9470838815306,36.984106768638036
1772238619.5585008,156,30,2,0,0,0,23.458515625,1002.9422952503764,36.979473662941075
1772238620.5697362,156,30,2,0,0,0,23.46984375,1002.9407701185977,36.963835535889004
1772238621.5808682,156,30,2,0,0,0,23.48234375,1002.94802182078,36.95392286796336
1772238622.5923498,171,34,2,0,0,0,23.4958203125,1002.9517906842552,36.938508687775915
1772238623.6086924,171,34,2,0,0,0,23.5075390625,1002.9577358588072,36.92851602216657
1772238624.6198344,171,34,2,0,0,0,23.525703125,1002.9574027530591,36.93039571222786
1772238625.6309857,195,43,5,0,0,0,23.5454296875,1002.954564399773,36.90442477350786
1772238626.6414392,195,43,5,0,0,0,23.5649609375,1002.9428728529753,36.9064454331979
1772238627.6525447,195,43,5,0,0,0,23.589375,1002.9410428881591,36.908971784752
1772238628.6638968,201,43,6,0,0,0,23.6133984375,1002.9470829668462,36.922664509672366
1772238629.6764085,201,43,6,0,0,0,23.6341015625,1002.9407524179093,36.92480833447872
1772238630.6876667,201,43,6,0,0,0,23.6485546875,1002.9342081504152,36.91509808988794
1772238631.6988204,195,44,6,0,0,0,23.643671875,1002.9243446261294,36.90898928705196
1772238632.7095013,195,44,6,0,0,0,23.63625,1002.9204698353914,36.89141278812896
1772238633.7210865,195,44,6,0,0,0,23.6258984375,1002.9185204085849,36.87913744274151
1772238634.7324474,189,44,6,0,0,0,23.6145703125,1002.914938860709,36.84995942959757
1772238635.7449346,189,44,6,0,0,0,23.60109375,1002.9197026044645,36.831765580921726
1772238636.7564092,189,44,6,0,0,0,23.588203125,1002.9220343194864,36.8248340598008
1772238637.7675848,192,47,6,0,0,0,23.5809765625,1002.9184843970299,36.829687208935404
1772238638.7787373,192,47,6,0,0,0,23.5844921875,1002.9175386533876,36.830050390961055
1772238639.789835,192,47,6,0,0,0,23.589765625,1002.9144148702487,36.82499546354849
1772238640.8010812,183,44,7,1,0,0,23.5923046875,1002.923772576541,36.81965819301647
1772238641.8135824,183,44,7,1,0,0,23.5973828125,1002.9203222726383,36.80898407244044
1772238642.8256674,183,44,7,1,0,0,23.60109375,1002.914587380381,36.78137392891852
1772238643.838318,204,48,7,1,0,0,23.606171875,1002.9162520237551,36.75950666684913
1772238644.8507001,204,48,7,1,0,0,23.6118359375,1002.9154854011135,36.737702511913014
1772238645.8624613,204,48,7,1,0,0,23.61671875,1002.9219388408412,36.71022457890647
1772238646.8736079,219,52,7,1,0,0,23.621796875,1002.9116673265614,36.705152166416326
1772238647.884789,219,52,7,1,0,0,23.63,1002.9049117058145,36.72838215280541
1772238648.8959558,219,52,7,1,0,0,23.6255078125,1002.9144574573194,36.761501567140186
1772238649.907354,246,55,6,1,0,0,23.6227734375,1002.9064784891084,36.76121943781385
1772238650.91981,246,55,6,1,0,0,23.6212109375,1002.903867810194,36.74986334452596
1772238651.931044,246,55,6,1,0,0,23.6192578125,1002.9091300699693,36.738467847751444
1772238652.9415166,225,51,6,1,0,0,23.6188671875,1002.9101825162346,36.721638023233965
1772238653.9525685,225,51,6,1,0,0,23.6173046875,1002.9178025159135,36.693498466867446
1772238654.9629107,225,51,6,1,0,0,23.615546875,1002.921685901641,36.66534398185927
1772238655.9742453,249,55,4,1,0,0,23.6114453125,1002.930178634929,36.62576769442977
1772238656.986851,249,55,4,1,0,0,23.6048046875,1002.9344286321259,36.60271566240391
1772238657.998028,249,55,4,1,0,0,23.592890625,1002.9298667939105,36.56794433619005
1772238659.0092227,240,53,3,1,0,0,23.5778515625,1002.9303128757878,36.555219532682514
1772238660.0196977,240,53,3,1,0,0,23.5743359375,1002.9261434199867,36.554858585848734
1772238661.0299804,240,53,3,1,0,0,23.578828125,1002.9234195850627,36.544140338236836
1772238662.0412934,246,55,2,1,0,0,23.588203125,1002.9100990317652,36.56746288724255
1772238663.0531669,246,55,2,1,0,0,23.58625,1002.9085405779354,36.578443532530436
1772238664.0643356,246,55,2,1,0,0,23.5716015625,1002.9079344105063,36.604894443374256
1772238665.0752025,252,59,3,1,0,0,23.5536328125,1002.9120088997787,36.6142309543326
1772238666.0863798,252,59,3,1,0,0,23.5442578125,1002.906573080662,36.635635643203635
1772238667.0975099,252,59,3,1,0,0,23.542109375,1002.9029830731437,36.63541471967562
1772238668.108895,249,58,6,1,0,0,23.54171875,1002.9091500231766,36.62978221375796
1772238669.120849,249,58,6,1,0,0,23.541328125,1002.9119071284553,36.60737470817367
1772238670.1320364,249,58,6,1,0,0,23.5411328125,1002.9149905982762,36.607354637129006
1772238671.1431634,408,76,5,0,0,0,23.537421875,1002.9121994238981,36.59020002744904
1772238672.1543148,408,76,5,0,0,0,23.5348828125,1002.9062517302274,36.57316783669654
1772238673.1655178,408,76,5,0,0,0,23.5329296875,1002.8978733635232,36.56178741776933
1772238674.1775134,402,76,9,0,0,0,23.5286328125,1002.8958079719488,36.53898920359664
1772238675.1900225,402,76,9,0,0,0,23.52375,1002.8927634212773,36.52172267748063
1772238676.2006435,402,76,9,0,0,0,23.52140625,1002.8973713384812,36.521482319056275
1772238677.210889,366,69,9,0,0,0,23.5251171875,1002.8984577488997,36.521862889034395
1772238678.222041,366,69,9,0,0,0,23.5407421875,1002.8989936079763,36.545820805992484
1772238679.2332234,366,69,9,0,0,0,23.555,1002.9023587589861,36.56405323726968
1772238680.2446241,354,69,9,0,0,0,23.568671875,1002.8928091589408,36.615776910430206
1772238681.257097,354,69,9,0,0,0,23.583125,1002.8896787787136,36.67319453085541
1772238682.2683377,354,69,9,0,0,0,23.5973828125,1002.8930412421807,36.736212275726004
1772238683.2794688,369,71,9,0,0,0,23.6126171875,1002.8895091078713,36.77136704816675
1772238684.2906778,369,71,9,0,0,0,23.629609375,1002.8889127139081,36.801113879156084
1772238685.301812,369,71,9,0,0,0,23.6434765625,1002.8882094242499,36.83614558532897
1772238686.313154,315,59,8,0,0,0,23.6559765625,1002.8835158175341,36.859842004495185
1772238687.325964,315,59,8,0,0,0,23.670234375,1002.8834633708701,36.87812261795607
1772238688.3384886,315,59,8,0,0,0,23.68078125,1002.8857366283597,36.868009699791905
1772238689.3496885,333,67,9,0,0,0,23.679609375,1002.8820735114145,36.8566849062907
1772238690.360845,333,67,9,0,0,0,23.6813671875,1002.8815997044402,36.82326073787319
1772238691.3719819,333,67,9,0,0,0,23.6786328125,1002.8838525298057,36.78937948799299
1772238692.3831491,339,67,9,0,0,0,23.667890625,1002.8863686378278,36.76587550727734
1772238693.3945026,339,67,9,0,0,0,23.667890625,1002.8863686378278,36.75467942796066
1772238694.4070196,339,67,9,0,0,0,23.6719921875,1002.8846949051017,36.77749586593798
1772238695.4179194,369,70,8,0,0,0,23.67765625,1002.8873368106915,36.778080703153954
1772238696.4295695,369,70,8,0,0,0,23.6813671875,1002.886715548802,36.7784638893843
1772238697.4410992,369,70,8,0,0,0,23.6868359375,1002.8839150794153,36.77902860943995
1772238698.4533498,369,70,6,0,0,0,23.6911328125,1002.8791566242928,36.77947233858175
1772238699.4649932,369,70,6,0,0,0,23.696796875,1002.8817980739211,36.73527158465391
1772238700.4779422,369,70,6,0,0,0,23.703046875,1002.8837129829441,36.69673883436037
1772238701.489568,219,57,7,0,0,0,23.7102734375,1002.883848521002,36.6695053445853
1772238702.5015492,219,57,7,0,0,0,23.7159375,1002.876257376806,36.64211505593233
1772238703.5134168,219,57,7,0,0,0,23.721015625,1002.872803252911,36.597889593466455
1772238704.5245886,204,53,3,0,0,0,23.724140625,1002.8677915068738,36.55906641359691
1772238705.5357077,204,53,3,0,0,0,23.7286328125,1002.8650636464215,36.525983007701015
1772238706.5468636,204,53,3,0,0,0,23.7356640625,1002.868282720894,36.47081166695728
1772238707.55798,225,60,3,0,0,0,23.74171875,1002.8715756861211,36.45466842752466
1772238708.569438,225,60,3,0,0,0,23.7411328125,1002.8791240293895,36.45460833368366
1772238709.5824227,225,60,3,0,0,0,23.74171875,1002.8783974375615,36.44349313807054
1772238710.5945714,216,58,4,0,0,0,23.74328125,1002.8775968069581,36.44365334972213
1772238711.6057084,216,58,4,0,0,0,23.7469921875,1002.8803852426707,36.43844644781768
1772238712.616866,216,58,4,0,0,0,23.74953125,1002.8692777634926,36.42753247680376
1772238713.6280315,207,55,4,0,0,0,23.7508984375,1002.8698562336644,36.40532634430147
1772238714.6391966,207,55,4,0,0,0,23.7505078125,1002.8709091431017,36.41087258870923
1772238715.6505504,207,55,4,0,0,0,23.7477734375,1002.8782794560454,36.41059241187659
1772238716.6630676,204,54,4,0,0,0,23.7454296875,1002.8777750015936,36.42152526285603
1772238717.6742256,204,54,4,0,0,0,23.741328125,1002.8879774983479,36.409932023755445
1772238718.6854174,204,54,4,0,0,0,23.7348828125,1002.8925589036895,36.39251408067851
1772238719.6965976,186,45,3,0,0,0,23.7262890625,1002.886729224593,36.37487853920485
1772238720.7077804,186,45,3,0,0,0,23.7190625,1002.8951210684645,36.35738541345299
1772238721.7187443,186,45,3,0,0,0,23.7128125,1002.8932064506926,36.32882798052156
1772238722.7312772,165,40,4,1,0,0,23.7096875,1002.893101767864,36.289431961297744
1772238723.7430613,165,40,4,1,0,0,23.706171875,1002.8957551368953,36.277909993541755
1772238724.7542346,165,40,4,1,0,0,23.7040234375,1002.8938711757729,36.27769058237295
1772238725.7654142,138,38,5,1,0,0,23.701484375,1002.8981559426634,36.288593994502335
1772238726.7765975,138,38,5,1,0,0,23.708125,1002.890491383181,36.32834869783976
1772238727.787939,138,38,5,1,0,0,23.717890625,1002.8829310370597,36.379603715332394
1772238728.8005097,141,38,5,1,0,0,23.7278515625,1002.8842233378299,36.41972388673818
1772238729.8116555,141,38,5,1,0,0,23.7253125,1002.8731600069068,36.47533804859068
1772238730.8228762,141,38,5,1,0,0,23.72140625,1002.8751612132681,36.48611444535098
1772238731.8340776,123,32,4,1,0,0,23.7137890625,1002.8743735466363,36.46856767384506
1772238732.845243,123,32,4,1,0,0,23.704609375,1002.8641539284406,36.43410193939022
1772238733.8565955,123,32,4,1,0,0,23.6813671875,1002.8594310563801,36.38703481554896
1772238734.869366,138,37,5,1,0,0,23.664765625,1002.8709162257479,36.35183120495825
1772238735.882047,138,37,5,1,0,0,23.6548046875,1002.866211019962,36.32848080214446
1772238736.8941166,138,37,5,1,0,0,23.6469921875,1002.8668001473978,36.29977260946387
1772238737.9068215,126,33,5,1,0,0,23.639765625,1002.8666627659735,36.271130259055546
1772238738.9195082,126,33,5,1,0,0,23.6337109375,1002.8582521308232,36.242613386625536
1772238739.9324195,126,33,5,1,0,0,23.6286328125,1002.8531782104056,36.24209546847805
1772238740.9436097,132,35,4,1,0,0,23.617109375,1002.844156267935,36.24649946013703
1772238741.9548328,132,35,4,1,0,0,23.6012890625,1002.8433006651725,36.25604461881815
1772238742.9655192,132,35,4,1,0,0,23.588203125,1002.8401924490963,36.27144873802038
1772238743.97681,117,33,5,1,0,0,23.5813671875,1002.8407061345587,36.27633122956179
1772238744.9881399,117,33,5,1,0,0,23.5743359375,1002.8425982680667,36.270034023139395
1772238746.0006337,117,33,5,1,0,0,23.5675,1002.8482264427612,36.24701976277076
1772238747.0131087,120,33,5,1,0,0,23.5587109375,1002.8522958342458,36.229388447501535
1772238748.0242915,120,33,5,1,0,0,23.55421875,1002.8601345094618,36.21219736488804
